City,Amount,Product_Category,Sales_Rep,Discount,Customer_segmentation,After_dicouont,Loss,Month_Formatted,Spend,Channel
Chennai,7907.08,Groceries,Savannah Huffman,0.16,Retail,6641.95,1265.13,01-06-2023,,TV
Chennai,2450.65,Groceries,Jose Fitzpatrick,0.02,Wholesale,2401.64,49.01,01-06-2023,,TV
Chennai,2412.44,Electronics,Johnny Brooks,0.05,Retail,2291.82,120.62,01-06-2023,,TV
Chennai,2282.51,Home Decor,Brooke Frank,0.07,Online,2122.73,159.78,01-06-2023,,TV
Chennai,628.48,Apparel,Johnny Smith,0.09,Online,571.92,56.56,01-06-2023,,TV
Chennai,5085.99,Electronics,John Harris,0.14,Retail,4373.95,712.04,01-06-2023,,TV
Chennai,9817.07,Groceries,Matthew Santana,0.25,Retail,7362.8,2454.27,01-06-2023,,TV
Chennai,3962.55,Home Decor,Megan Fernandez,0.19,Retail,3209.67,752.88,01-06-2023,,TV
Chennai,2651.94,Groceries,James Williams,0.16,Online,2227.63,424.31,01-06-2023,,TV
Chennai,8133.01,Apparel,Steven Collins,0.23,Retail,6262.42,1870.59,01-06-2023,,TV
Hyderabad,4663.19,Groceries,Christina Ward,0.01,Retail,4616.56,46.63,01-06-2023,7251.61,Print
Hyderabad,1452.83,Home Decor,Shelly Pineda,0.11,Wholesale,1293.02,159.81,01-06-2023,,Print
Hyderabad,7624.45,Electronics,Kayla Nash,0.22,Wholesale,5947.07,1677.38,01-06-2023,,Print
Hyderabad,1404.69,Apparel,Mary Marquez,0.2,Online,1123.75,280.94,01-06-2023,,Print
Hyderabad,3152.49,Home Decor,Joshua Lopez,0.02,Wholesale,3089.44,63.05,01-06-2023,,Print
Hyderabad,7683.61,Groceries,Karen Chan,0.21,Online,6070.05,1613.56,01-06-2023,,Print
Hyderabad,5929.05,Home Decor,Dr. Tina Ramirez,0,Wholesale,5929.05,0,01-06-2023,,Print
Hyderabad,7352.69,Electronics,Mrs. Veronica Lee DDS,0.12,Retail,6470.37,882.32,01-06-2023,,Print
Hyderabad,4331.15,Home Decor,Christopher Moses,0.22,Online,3378.3,952.85,01-06-2023,,Print
Hyderabad,974.7,Apparel,Ricardo Rogers,0.2,Online,779.76,194.94,01-06-2023,,Print
Hyderabad,6497.53,Groceries,Stephanie Black,0.21,Retail,5133.05,1364.48,01-06-2023,,Print
Hyderabad,4219.99,Electronics,Erica Clark,0.2,Retail,3375.99,844,01-06-2023,,Print
Hyderabad,4283.64,Apparel,Erin Perry,0.23,Wholesale,3298.4,985.24,01-06-2023,,Print
Hyderabad,4555.34,Electronics,Yolanda Smith,0.22,Online,3553.17,1002.17,01-06-2023,,Print
Hyderabad,2380.61,Home Decor,Jennifer Green,0.23,Online,1833.07,547.54,01-06-2023,,Print
Hyderabad,3206.29,Home Decor,Nina Vasquez,0.06,Wholesale,3013.91,192.38,01-06-2023,,Print
Hyderabad,7464.1,Electronics,Miranda Olson,0.04,Online,7165.54,298.56,01-06-2023,,Print
Hyderabad,6917.25,Apparel,Calvin Jacobs,0.01,Online,6848.08,69.17,01-06-2023,,Print
Hyderabad,8088.92,Home Decor,Mrs. Tina Adams,0.18,Online,6632.91,1456.01,01-06-2023,,Print
Hyderabad,4182.7,Groceries,Kyle Mckee,0.07,Wholesale,3889.91,292.79,01-06-2023,,Print
Hyderabad,7646.02,Home Decor,Dylan Keith,0.16,Retail,6422.66,1223.36,01-06-2023,,Print
Hyderabad,8117.41,Home Decor,Brittney Case,0.09,Wholesale,7386.84,730.57,01-06-2023,,Print
Hyderabad,4996.38,Apparel,Jared Morris,0.19,Online,4047.07,949.31,01-06-2023,,Print
Hyderabad,6868.7,Home Decor,Michael Friedman,0.1,Wholesale,6181.83,686.87,01-06-2023,,Print
Hyderabad,9147.14,Apparel,Kathryn Holloway,0.07,Wholesale,8506.84,640.3,01-06-2023,,Print
Hyderabad,4267.2,Home Decor,Jeffrey Miranda,0.21,Online,3371.09,896.11,01-06-2023,,Print
Hyderabad,3559.99,Groceries,Bradley King,0.07,Wholesale,3310.79,249.2,01-06-2023,,Print
Hyderabad,5850.13,Groceries,Bryan Nichols,0.01,Online,5791.63,58.5,01-06-2023,,Print
Hyderabad,2069.63,Electronics,Brian Patel,0.1,Wholesale,1862.67,206.96,01-06-2023,,Print
Hyderabad,7745.07,Apparel,Douglas Johnson,0.16,Retail,6505.86,1239.21,01-06-2023,,Print
Hyderabad,1678.03,Home Decor,Courtney Jordan,0.06,Wholesale,1577.35,100.68,01-06-2023,,Print
Hyderabad,8527.25,Electronics,Robert Wheeler,0.02,Wholesale,8356.71,170.55,01-06-2023,,Print
Hyderabad,4910.44,Apparel,Erik Hahn,0.02,Wholesale,4812.23,98.21,01-06-2023,,Print
Hyderabad,8082.56,Electronics,Peggy Thomas,0.01,Retail,8001.73,80.83,01-06-2023,,Print
Hyderabad,6639.83,Apparel,Ms. Kristin Lee MD,0.23,Online,5112.67,1527.16,01-06-2023,,Print
Hyderabad,1268.27,Groceries,Matthew Spencer,0.05,Retail,1204.86,63.41,01-06-2023,,Print
Hyderabad,9324.47,Electronics,Michael Jones,0.2,Wholesale,7459.58,1864.89,01-06-2023,,Print
Hyderabad,6435.45,Electronics,Ross Mata,0.11,Retail,5727.55,707.9,01-06-2023,,Print
Kochi,9636.82,Home Decor,Cory Harrington,0.25,Retail,7227.62,2409.21,01-06-2023,6950.95,Print
Kochi,9162.07,Apparel,Wayne Martinez,0.07,Retail,8520.73,641.34,01-06-2023,,Print
Kochi,3985.53,Electronics,John Wilson,0.03,Wholesale,3865.96,119.57,01-06-2023,,Print
Kochi,3387.01,Home Decor,Matthew Jackson,0.18,Retail,2777.35,609.66,01-06-2023,,Print
Kochi,9975.12,Apparel,Anthony Garza,0.13,Online,8678.35,1296.77,01-06-2023,,Print
Kochi,1508.48,Home Decor,William Patterson,0.24,Retail,1146.44,362.04,01-06-2023,,Print
Kochi,2520,Groceries,Robin Nash,0.02,Retail,2469.6,50.4,01-06-2023,,Print
Kochi,5165.65,Electronics,Bonnie Moreno,0.11,Wholesale,4597.43,568.22,01-06-2023,,Print
Kochi,3001.81,Home Decor,Randy Nelson,0.09,Retail,2731.65,270.16,01-06-2023,,Print
Kochi,8335.32,Groceries,Michael Mann,0.02,Retail,8168.61,166.71,01-06-2023,,Print
Kochi,7675.24,Home Decor,Sylvia Madden,0.23,Online,5909.93,1765.31,01-06-2023,,Print
Kochi,3792.02,Home Decor,Angela Diaz,0.23,Retail,2919.86,872.16,01-06-2023,,Print
Kochi,5935.93,Apparel,Laura Fowler,0.21,Online,4689.38,1246.55,01-06-2023,,Print
Kochi,4707.52,Electronics,Devin Hatfield,0.02,Wholesale,4613.37,94.15,01-06-2023,,Print
Kochi,1656.51,Apparel,Chad Juarez,0.16,Online,1391.47,265.04,01-06-2023,,Print
Kochi,2083.65,Electronics,Shane Weeks,0.22,Retail,1625.25,458.4,01-06-2023,,Print
Kochi,3406.13,Home Decor,Crystal Hernandez,0.18,Wholesale,2793.03,613.1,01-06-2023,,Print
Kochi,7142.33,Groceries,David Lloyd,0.06,Retail,6713.79,428.54,01-06-2023,,Print
Kochi,4478.9,Groceries,Dale Rojas,0.05,Online,4254.96,223.95,01-06-2023,,Print
Kochi,4597.7,Apparel,Joseph Martin,0.13,Wholesale,4000,597.7,01-06-2023,,Print
Kochi,3768.88,Apparel,Kathryn Kaiser,0.11,Retail,3354.3,414.58,01-06-2023,,Print
Kochi,2879.49,Electronics,Christopher Watkins,0.16,Wholesale,2418.77,460.72,01-06-2023,,Print
Kochi,5358.57,Apparel,Cameron Gray,0.04,Retail,5144.23,214.34,01-06-2023,,Print
Kochi,6054.63,Home Decor,Reginald Bishop,0.07,Online,5630.81,423.82,01-06-2023,,Print
Kochi,7937.51,Electronics,Rodney Dillon,0.02,Online,7778.76,158.75,01-06-2023,,Print
Kochi,518.34,Home Decor,Daniel Williams,0.11,Online,461.32,57.02,01-06-2023,,Print
Kochi,1116.53,Apparel,Kyle Jones,0.23,Wholesale,859.73,256.8,01-06-2023,,Print
Kochi,5871.92,Apparel,Dr. Kristen Sawyer,0.16,Wholesale,4932.41,939.51,01-06-2023,,Print
Kochi,7782.58,Home Decor,David Baker,0.16,Wholesale,6537.37,1245.21,01-06-2023,,Print
Kochi,9070.9,Home Decor,Matthew Collins,0.15,Wholesale,7710.27,1360.64,01-06-2023,,Print
Kochi,3911.58,Groceries,Eddie Davis,0.06,Wholesale,3676.89,234.69,01-06-2023,,Print
Bangalore,2478.49,Electronics,Sarah Ford,0.17,Retail,2057.15,421.34,01-07-2023,8279.14,Digital
Bangalore,9434.46,Electronics,Jennifer Calhoun,0.15,Wholesale,8019.29,1415.17,01-07-2023,,Digital
Bangalore,8851.04,Apparel,Eileen Lawson,0.12,Wholesale,7788.92,1062.12,01-07-2023,,Digital
Bangalore,8286.74,Electronics,Amanda Cooper,0.02,Wholesale,8121.01,165.73,01-07-2023,,Digital
Bangalore,747.56,Electronics,Frederick Petersen,0.08,Wholesale,687.76,59.8,01-07-2023,,Digital
Bangalore,3574.69,Apparel,Maria Wright,0.11,Wholesale,3181.47,393.22,01-07-2023,,Digital
Bangalore,6155,Apparel,Beth Moore,0.04,Retail,5908.8,246.2,01-07-2023,,Digital
Bangalore,2961.01,Home Decor,Janice Rice,0.14,Retail,2546.47,414.54,01-07-2023,,Digital
Bangalore,7234.33,Electronics,Cathy Ayala,0.1,Online,6510.9,723.43,01-07-2023,,Digital
Bangalore,9122.64,Apparel,Christopher Cunningham,0.2,Retail,7298.11,1824.53,01-07-2023,,Digital
Bangalore,7074.94,Home Decor,Madeline Barton,0.02,Online,6933.44,141.5,01-07-2023,,Digital
Bangalore,3718.51,Home Decor,Heather Frost,0.09,Online,3383.84,334.67,01-07-2023,,Digital
Bangalore,3840.95,Groceries,James Miller,0.12,Online,3380.04,460.91,01-07-2023,,Digital
Bangalore,3462.41,Groceries,John Odonnell,0.09,Retail,3150.79,311.62,01-07-2023,,Digital
Bangalore,6786.5,Groceries,Crystal Jackson,0.15,Online,5768.53,1017.98,01-07-2023,,Digital
Bangalore,1894.6,Electronics,Ashley Turner,0.2,Online,1515.68,378.92,01-07-2023,,Digital
Bangalore,8397.03,Home Decor,Glenn Johnson,0.23,Online,6465.71,1931.32,01-07-2023,,Digital
Bangalore,1346.81,Apparel,Ana Berry,0.24,Online,1023.58,323.23,01-07-2023,,Digital
Bangalore,6617.3,Home Decor,Cynthia King,0.17,Wholesale,5492.36,1124.94,01-07-2023,,Digital
Bangalore,5359.45,Apparel,Jerry Coleman,0.15,Retail,4555.53,803.92,01-07-2023,,Digital
Bangalore,7218.32,Electronics,Victoria Roach,0.13,Retail,6279.94,938.38,01-07-2023,,Digital
Bangalore,1421.27,Groceries,Wayne Brooks DVM,0.19,Online,1151.23,270.04,01-07-2023,,Digital
Bangalore,5162.43,Home Decor,Jenna Hawkins,0.02,Wholesale,5059.18,103.25,01-07-2023,,Digital
Bangalore,5692.49,Home Decor,Corey Phillips,0.2,Retail,4553.99,1138.5,01-07-2023,,Digital
Bangalore,9040.92,Apparel,Christopher Holland,0.04,Retail,8679.28,361.64,01-07-2023,,Digital
Bangalore,1672.98,Home Decor,Brandy Lee,0.24,Wholesale,1271.46,401.52,01-07-2023,,Digital
Bangalore,2149.75,Groceries,Erica Perez,0.09,Wholesale,1956.27,193.48,01-07-2023,,Digital
Bangalore,5126.68,Home Decor,Theresa Turner,0.2,Wholesale,4101.34,1025.34,01-07-2023,,Digital
Bangalore,2160.95,Electronics,Ms. Stacy Patel DDS,0,Retail,2160.95,0,01-07-2023,,Digital
Bangalore,2076.41,Electronics,Jessica Edwards,0.2,Wholesale,1661.13,415.28,01-07-2023,,Digital
Bangalore,875.8,Home Decor,Alexander Hayes,0.24,Wholesale,665.61,210.19,01-07-2023,,Digital
Bangalore,8738.52,Electronics,Michael Palmer PhD,0.17,Retail,7252.97,1485.55,01-07-2023,,Digital
Bangalore,538.23,Home Decor,David Williams,0,Online,538.23,0,01-07-2023,,Digital
Bangalore,2882.95,Home Decor,Angela Arnold,0.25,Online,2162.21,720.74,01-07-2023,,Digital
Chennai,5523.5,Groceries,Amanda Thomas,0.14,Online,4750.21,773.29,01-07-2023,12714.98,Digital
Chennai,8336.02,Groceries,Erin Gutierrez,0.14,Wholesale,7168.98,1167.04,01-07-2023,,Digital
Chennai,1884.07,Electronics,Crystal Herrera,0.2,Wholesale,1507.26,376.81,01-07-2023,,Digital
Chennai,9511.7,Electronics,Alicia King,0.1,Retail,8560.53,951.17,01-07-2023,,Digital
Chennai,774.74,Apparel,Tonya Mitchell,0.15,Wholesale,658.53,116.21,01-07-2023,,Digital
Chennai,4376.3,Apparel,Austin Fisher,0.2,Online,3501.04,875.26,01-07-2023,,Digital
Chennai,5003.89,Apparel,Denise Strong,0.08,Wholesale,4603.58,400.31,01-07-2023,,Digital
Chennai,3644.22,Groceries,Cheryl Black,0.18,Retail,2988.26,655.96,01-07-2023,,Digital
Chennai,1065.47,Home Decor,David Barber,0.17,Retail,884.34,181.13,01-07-2023,,Digital
Chennai,6485.76,Apparel,Wendy Mueller,0.14,Retail,5577.75,908.01,01-07-2023,,Digital
Chennai,599.75,Apparel,Gloria Diaz,0.16,Wholesale,503.79,95.96,01-07-2023,,Digital
Chennai,3835.75,Groceries,Pamela Gonzalez,0.22,Wholesale,2991.89,843.87,01-07-2023,,Digital
Chennai,9891.73,Home Decor,Linda Hester,0.09,Wholesale,9001.47,890.26,01-07-2023,,Digital
Chennai,5249.55,Groceries,Megan Hernandez,0,Wholesale,5249.55,0,01-07-2023,,Digital
Chennai,6292.85,Apparel,Andrew Goodwin,0.04,Retail,6041.14,251.71,01-07-2023,,Digital
Chennai,4280.53,Apparel,William Gomez,0.13,Wholesale,3724.06,556.47,01-07-2023,,Digital
Chennai,1869.46,Apparel,Adam Beck,0.04,Wholesale,1794.68,74.78,01-07-2023,,Digital
Chennai,4431.66,Electronics,Kenneth Allen,0.01,Online,4387.34,44.32,01-07-2023,,Digital
Chennai,7607.32,Groceries,Diane Luna,0.09,Wholesale,6922.66,684.66,01-07-2023,,Digital
Chennai,662.21,Apparel,Courtney Freeman,0.06,Retail,622.48,39.73,01-07-2023,,Digital
Chennai,8277.97,Apparel,Joel Edwards,0.22,Online,6456.82,1821.15,01-07-2023,,Digital
Chennai,500.1,Home Decor,Vanessa Smith,0.1,Online,450.09,50.01,01-07-2023,,Digital
Chennai,4565.25,Electronics,Gregory Olson,0.1,Wholesale,4108.73,456.53,01-07-2023,,Digital
Chennai,8183.28,Electronics,Robert Collier,0.16,Retail,6873.96,1309.32,01-07-2023,,Digital
Chennai,4849.76,Groceries,Jonathan Mccoy,0.03,Retail,4704.27,145.49,01-07-2023,,Digital
Chennai,3354.15,Home Decor,Mr. James Harper,0.14,Online,2884.57,469.58,01-07-2023,,Digital
Chennai,9042.59,Groceries,Eric Moore,0.18,Online,7414.92,1627.67,01-07-2023,,Digital
Chennai,8341.76,Home Decor,Sarah Dawson,0.05,Wholesale,7924.67,417.09,01-07-2023,,Digital
Hyderabad,2478.31,Home Decor,Ashley Robles MD,0.16,Online,2081.78,396.53,01-07-2023,10784.27,Digital
Hyderabad,7115.68,Apparel,Eugene Hood,0.06,Wholesale,6688.74,426.94,01-07-2023,,Digital
Hyderabad,6469.14,Apparel,Christopher Richard,0.12,Retail,5692.84,776.3,01-07-2023,,Digital
Hyderabad,3785.66,Groceries,Mark Fields,0.09,Retail,3444.95,340.71,01-07-2023,,Digital
Hyderabad,3261.49,Home Decor,Sharon Munoz,0.19,Online,2641.81,619.68,01-07-2023,,Digital
Hyderabad,7908.13,Groceries,Eric Braun,0.17,Retail,6563.75,1344.38,01-07-2023,,Digital
Hyderabad,889.93,Apparel,Nicole Gibson,0.1,Online,800.94,88.99,01-07-2023,,Digital
Hyderabad,6043.18,Electronics,Scott Turner,0.22,Online,4713.68,1329.5,01-07-2023,,Digital
Hyderabad,1881.73,Electronics,Jordan Wilson,0.1,Retail,1693.56,188.17,01-07-2023,,Digital
Hyderabad,7357.16,Electronics,Jeffrey Wilson,0.24,Retail,5591.44,1765.72,01-07-2023,,Digital
Hyderabad,3233.73,Electronics,Lindsay Sanders,0.22,Online,2522.31,711.42,01-07-2023,,Digital
Hyderabad,3337.46,Electronics,Jennifer Hughes,0.18,Wholesale,2736.72,600.74,01-07-2023,,Digital
Hyderabad,6823.97,Home Decor,Elizabeth Morton,0.19,Retail,5527.42,1296.55,01-07-2023,,Digital
Hyderabad,5481.7,Groceries,Colton Cook,0.02,Online,5372.07,109.63,01-07-2023,,Digital
Hyderabad,3866.35,Home Decor,Ashley Reese,0.09,Wholesale,3518.38,347.97,01-07-2023,,Digital
Hyderabad,5322.74,Apparel,Debra Costa,0.12,Wholesale,4684.01,638.73,01-07-2023,,Digital
Hyderabad,5419.2,Electronics,Thomas Skinner,0.2,Online,4335.36,1083.84,01-07-2023,,Digital
Hyderabad,9850.12,Apparel,Matthew Ferguson,0.22,Online,7683.09,2167.03,01-07-2023,,Digital
Hyderabad,6355.13,Home Decor,David Shannon,0.14,Online,5465.41,889.72,01-07-2023,,Digital
Hyderabad,8283.01,Groceries,Darrell Mejia,0.22,Online,6460.75,1822.26,01-07-2023,,Digital
Hyderabad,3927.93,Groceries,Susan Meyers,0,Retail,3927.93,0,01-07-2023,,Digital
Hyderabad,2310.65,Apparel,Christopher Miller,0.21,Online,1825.41,485.24,01-07-2023,,Digital
Hyderabad,2022.66,Apparel,Laura King,0.22,Retail,1577.67,444.99,01-07-2023,,Digital
Kochi,7480.68,Electronics,Dr. Christopher Gutierrez,0.01,Retail,7405.87,74.81,01-07-2023,18502.83,TV
Kochi,2732.41,Home Decor,Emily Jensen,0.19,Online,2213.25,519.16,01-07-2023,,TV
Kochi,7388.29,Apparel,Robert Jackson,0.17,Online,6132.28,1256.01,01-07-2023,,TV
Kochi,3906.26,Home Decor,Casey Johnson,0.07,Retail,3632.82,273.44,01-07-2023,,TV
Kochi,8929.07,Home Decor,Benjamin Davis,0.02,Wholesale,8750.49,178.58,01-07-2023,,TV
Kochi,5270.19,Apparel,David Rose,0.03,Wholesale,5112.08,158.11,01-07-2023,,TV
Kochi,1180.98,Electronics,Mark Smith,0.07,Retail,1098.31,82.67,01-07-2023,,TV
Kochi,4389.29,Electronics,Whitney Bolton,0.13,Wholesale,3818.68,570.61,01-07-2023,,TV
Kochi,5498.69,Groceries,David Smith,0,Online,5498.69,0,01-07-2023,,TV
Kochi,9600.61,Groceries,Sarah Conner,0.03,Online,9312.59,288.02,01-07-2023,,TV
Kochi,9433.56,Groceries,Corey Hall,0.23,Online,7263.84,2169.72,01-07-2023,,TV
Kochi,2966.91,Electronics,Cassandra Boyd,0.02,Online,2907.57,59.34,01-07-2023,,TV
Kochi,9522.38,Groceries,James Rodgers,0.15,Retail,8094.02,1428.36,01-07-2023,,TV
Kochi,696.82,Electronics,Brian Hendricks,0.22,Wholesale,543.52,153.3,01-07-2023,,TV
Kochi,9238,Groceries,Pamela Martinez,0.22,Wholesale,7205.64,2032.36,01-07-2023,,TV
Kochi,1338.95,Groceries,Ashley Harris,0.19,Retail,1084.55,254.4,01-07-2023,,TV
Kochi,4530.27,Groceries,Lisa Hughes,0.22,Online,3533.61,996.66,01-07-2023,,TV
Kochi,7301.81,Apparel,Brian Garcia,0.17,Retail,6060.5,1241.31,01-07-2023,,TV
Kochi,9158.51,Electronics,Teresa Patterson DVM,0.09,Retail,8334.24,824.27,01-07-2023,,TV
Kochi,4105.03,Apparel,Justin Gomez,0.14,Online,3530.33,574.7,01-07-2023,,TV
Kochi,7027.43,Groceries,Paula Barton,0,Online,7027.43,0,01-07-2023,,TV
Kochi,890.21,Electronics,Angela Gardner,0.09,Online,810.09,80.12,01-07-2023,,TV
Kochi,2179.03,Groceries,Grace Morales,0.18,Online,1786.8,392.23,01-07-2023,,TV
Kochi,9330.69,Apparel,Mark Boone,0.03,Wholesale,9050.77,279.92,01-07-2023,,TV
Kochi,9462.6,Apparel,Michael Vasquez,0.18,Online,7759.33,1703.27,01-07-2023,,TV
Kochi,3639.45,Apparel,Sydney Anderson,0.25,Online,2729.59,909.86,01-07-2023,,TV
Bangalore,8903.55,Home Decor,Joel Anderson,0.08,Online,8191.27,712.28,01-08-2023,8041.84,Print
Bangalore,6623.38,Electronics,Katherine Ochoa,0.07,Online,6159.74,463.64,01-08-2023,,Print
Bangalore,8422.51,Electronics,Joshua Ruiz,0.21,Wholesale,6653.78,1768.73,01-08-2023,,Print
Bangalore,1863.61,Home Decor,Victor Hernandez,0.01,Online,1844.97,18.64,01-08-2023,,Print
Bangalore,3580.29,Home Decor,Elizabeth Robertson,0.07,Online,3329.67,250.62,01-08-2023,,Print
Bangalore,8805.6,Home Decor,Michael Hill,0.06,Retail,8277.26,528.34,01-08-2023,,Print
Bangalore,1352.02,Apparel,Michelle Bell,0.12,Online,1189.78,162.24,01-08-2023,,Print
Bangalore,7386.65,Electronics,Jacob Cruz,0.09,Wholesale,6721.85,664.8,01-08-2023,,Print
Bangalore,7915.08,Home Decor,Ryan Smith,0.24,Retail,6015.46,1899.62,01-08-2023,,Print
Bangalore,8894.07,Electronics,Carolyn Ramirez,0.1,Online,8004.66,889.41,01-08-2023,,Print
Bangalore,951.43,Apparel,Emily Alvarez,0.04,Retail,913.37,38.06,01-08-2023,,Print
Bangalore,9317.52,Groceries,Justin Rivera,0.13,Retail,8106.24,1211.28,01-08-2023,,Print
Bangalore,4915.57,Groceries,David Green,0.2,Wholesale,3932.46,983.11,01-08-2023,,Print
Bangalore,7605.81,Groceries,Katie Santana,0.17,Wholesale,6312.82,1292.99,01-08-2023,,Print
Bangalore,5474.36,Electronics,Kyle Rodriguez,0.21,Wholesale,4324.74,1149.62,01-08-2023,,Print
Bangalore,9480.46,Home Decor,Adam Campbell,0.22,Wholesale,7394.76,2085.7,01-08-2023,,Print
Bangalore,5361.16,Electronics,Patrick Wells,0.12,Wholesale,4717.82,643.34,01-08-2023,,Print
Bangalore,1883.93,Electronics,Taylor Mccall,0.18,Online,1544.82,339.11,01-08-2023,,Print
Bangalore,6223.02,Home Decor,Clarence Cantrell,0.01,Retail,6160.79,62.23,01-08-2023,,Print
Bangalore,3279.59,Groceries,Mallory George,0.07,Wholesale,3050.02,229.57,01-08-2023,,Print
Bangalore,4399.15,Groceries,Shannon Adams,0.06,Retail,4135.2,263.95,01-08-2023,,Print
Bangalore,8359.17,Groceries,Jennifer Young,0.09,Online,7606.84,752.33,01-08-2023,,Print
Bangalore,9082.12,Home Decor,John Conley,0.06,Wholesale,8537.19,544.93,01-08-2023,,Print
Bangalore,3098.49,Groceries,Marissa Armstrong,0.09,Wholesale,2819.63,278.86,01-08-2023,,Print
Bangalore,9720.95,Home Decor,Meredith Keller,0.22,Online,7582.34,2138.61,01-08-2023,,Print
Bangalore,2513.4,Apparel,Kelly Parker,0.23,Wholesale,1935.32,578.08,01-08-2023,,Print
Chennai,1899.16,Apparel,Katherine Martinez,0.02,Online,1861.18,37.98,01-08-2023,5679.35,TV
Chennai,4011.04,Apparel,Carol Mitchell,0.22,Online,3128.61,882.43,01-08-2023,,TV
Chennai,1140.52,Home Decor,James Wright,0.1,Online,1026.47,114.05,01-08-2023,,TV
Chennai,4907.35,Apparel,Stephanie Carter,0.16,Online,4122.17,785.18,01-08-2023,,TV
Chennai,1710.17,Home Decor,Bruce Shah,0.21,Wholesale,1351.03,359.14,01-08-2023,,TV
Chennai,6862.57,Electronics,David Ray,0.06,Wholesale,6450.82,411.75,01-08-2023,,TV
Chennai,5119.26,Electronics,Julie Savage,0.16,Retail,4300.18,819.08,01-08-2023,,TV
Chennai,4316.03,Electronics,Damon Johnson,0.2,Retail,3452.82,863.21,01-08-2023,,TV
Chennai,2331.86,Apparel,Timothy Howard,0.03,Wholesale,2261.9,69.96,01-08-2023,,TV
Chennai,691.14,Groceries,Jeremy Allen,0.17,Online,573.65,117.49,01-08-2023,,TV
Chennai,7601.78,Electronics,Tanner Ruiz,0.16,Wholesale,6385.5,1216.28,01-08-2023,,TV
Chennai,597.2,Apparel,Courtney Ford,0.11,Retail,531.51,65.69,01-08-2023,,TV
Chennai,1254.43,Apparel,Jason Smith,0.08,Online,1154.08,100.35,01-08-2023,,TV
Chennai,8570.26,Groceries,Paula West,0.2,Retail,6856.21,1714.05,01-08-2023,,TV
Chennai,8991.73,Home Decor,Anthony Davis,0.21,Online,7103.47,1888.26,01-08-2023,,TV
Chennai,7171.24,Home Decor,Jay Bond,0.21,Retail,5665.28,1505.96,01-08-2023,,TV
Chennai,5639.72,Electronics,James Burgess,0.05,Online,5357.73,281.99,01-08-2023,,TV
Chennai,2599.02,Groceries,Jeffery Cox,0.08,Retail,2391.1,207.92,01-08-2023,,TV
Chennai,7244.36,Groceries,Charlene Rodriguez,0.21,Wholesale,5723.04,1521.32,01-08-2023,,TV
Chennai,3933.21,Apparel,Christopher Cobb,0.16,Wholesale,3303.9,629.31,01-08-2023,,TV
Chennai,7885.45,Electronics,Shelly Phillips,0.1,Retail,7096.91,788.55,01-08-2023,,TV
Chennai,9638.46,Electronics,Michael Peters,0.07,Wholesale,8963.77,674.69,01-08-2023,,TV
Chennai,8167.26,Groceries,Catherine Massey,0.04,Online,7840.57,326.69,01-08-2023,,TV
Chennai,5306.29,Electronics,Kathleen Campbell,0.22,Online,4138.91,1167.38,01-08-2023,,TV
Chennai,8253.04,Electronics,Brandon Wood,0.07,Retail,7675.33,577.71,01-08-2023,,TV
Chennai,4360.63,Apparel,Travis Jones,0.17,Retail,3619.32,741.31,01-08-2023,,TV
Chennai,5283.45,Home Decor,Matthew Stone,0.04,Retail,5072.11,211.34,01-08-2023,,TV
Chennai,4899.2,Apparel,Shawn Lee,0.12,Retail,4311.3,587.9,01-08-2023,,TV
Chennai,8572.66,Home Decor,Thomas Rivera,0.01,Online,8486.93,85.73,01-08-2023,,TV
Chennai,4585.97,Apparel,Morgan Stuart,0.23,Wholesale,3531.2,1054.77,01-08-2023,,TV
Chennai,3957.99,Apparel,Stephen Schwartz,0.08,Retail,3641.35,316.64,01-08-2023,,TV
Chennai,9335.44,Groceries,Kenneth Johnson,0.25,Wholesale,7001.58,2333.86,01-08-2023,,TV
Chennai,3025.51,Home Decor,Darrell Rocha,0.16,Online,2541.43,484.08,01-08-2023,,TV
Chennai,8892.29,Electronics,Shawna Sanchez,0.17,Retail,7380.6,1511.69,01-08-2023,,TV
Chennai,5676.26,Electronics,Stephen Moore,0.08,Retail,5222.16,454.1,01-08-2023,,TV
Chennai,1046.48,Electronics,Amanda Morris,0.08,Retail,962.76,83.72,01-08-2023,,TV
Chennai,4634.59,Home Decor,John Ramirez,0.03,Online,4495.55,139.04,01-08-2023,,TV
Chennai,1073.59,Home Decor,Stacey Oconnor,0.1,Wholesale,966.23,107.36,01-08-2023,,TV
Hyderabad,6224.3,Apparel,Chad Cunningham,0.23,Retail,4792.71,1431.59,01-08-2023,1479.48,Digital
Hyderabad,1981.54,Electronics,Brian Moore,0.22,Online,1545.6,435.94,01-08-2023,,Digital
Hyderabad,570.04,Apparel,Madeline Ruiz,0.01,Wholesale,564.34,5.7,01-08-2023,,Digital
Hyderabad,8044.49,Groceries,Priscilla Santiago,0.11,Wholesale,7159.6,884.89,01-08-2023,,Digital
Hyderabad,3914.56,Home Decor,James Collier,0.1,Retail,3523.1,391.46,01-08-2023,,Digital
Hyderabad,5714.14,Apparel,Stephen Salazar,0.09,Online,5199.87,514.27,01-08-2023,,Digital
Hyderabad,6138.64,Electronics,Angela Hicks,0.2,Wholesale,4910.91,1227.73,01-08-2023,,Digital
Hyderabad,4492.02,Groceries,Michael Gutierrez,0.15,Wholesale,3818.22,673.8,01-08-2023,,Digital
